"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0.00432789248642937 0.00446139885194027 0.0048415945267052 0.00492886761532817 0.00507174909797465 0.00522062074187009 0.00531413201829322 0.00549719032250088 0.00566263449374474 0.00573539890265976 0.00591336356971061 0.00611315214536529 0.00631341090043829 0.00642257498127993 0.00653369966691842 0.00682756526615399 0.00705544694543261 0.00744287613563168 0.0116341485998534 0.0157716863832455 0.019542355824708 0.0238035318685528 0.0277819729039865 0.0306907329097363 0.0339977354917323 0.0365967235192832 0.0392315920442238 0.0417380895672296 0.0440861325648074 0.0463142951510401 0.0488884002385237 0.0511642816017485 0.05362153133952 0.0553826621984954 0.0575406076952092 0.0598429748399359 0.0614617341600798 0.0629664289711452 0.0668511690718989 0.0712027862530148 0.0756143776622751 0.0800828888694601 0.0835499192969583 0.0869408325148305 0.0902463405009171 0.0937497897435186 0.0966877449992485 0.0998937366206566 0.102852045844027
0 0.00454980674760299 0.00452633850479801 0.00465276814238592 0.00494065585507235 0.00498366038253014 0.00514403871746848 0.00538979165115728 0.00549286549091714 0.00561315071071883 0.00567300163426566 0.00580950894737499 0.00591351084597496 0.00620126968202004 0.00641605498886984 0.00658876482913165 0.00672520156691435 0.00696564912039774 0.00712851510696948 0.00883170495786292 0.0103475691204009 0.0120433059243319 0.0136846016635124 0.0151975399593386 0.0166696392682294 0.0181478557956796 0.0198239498637076 0.0211372472170549 0.0223625648444753 0.0233911024261755 0.0243568229371682 0.0252692630429765 0.0265051950497273 0.0274162462337927 0.0282709998590156 0.0290292431372893 0.0298998345057695 0.030976639943462 0.0321266259099734 0.0329720764013311 0.0335730982857308 0.0339980295554079 0.0346192283243617 0.0355125286823529 0.0361991468429736 0.0367283819892416 0.0373617972636337 0.0379415331546614 0.0383918438151082 0.0388652196281318
0 0.00468729052216386 0.00482805927799326 0.00490416370355719 0.00501762403444448 0.00513391239573759 0.00519665170756766 0.00530981470292501 0.0054343219624521 0.00554119635217295 0.00569309453482373 0.00596493989595761 0.00616603367499337 0.00638738566632615 0.006631112477719 0.00692313878384565 0.0072568520047584 0.00755216893391354 0.00807183885880666 0.0126316935363685 0.0158390736460007 0.019549072220148 0.0234758538001518 0.0270013473035873 0.030212285083565 0.0331193246877914 0.0355512560982297 0.0379817689130521 0.0399263860727928 0.0422495742169089 0.0440649089361791 0.0454085041273115 0.0468044074862522 0.0483943201469772 0.0499266571234486 0.0515281294858182 0.0537163415025913 0.0551917069667743 0.0565857576311375 0.0629019581215866 0.0686907396525681 0.0747595580435549 0.0809096517597505 0.0866958456060332 0.0925523551773171 0.0977486710976984 0.10300090770083 0.107875035766924 0.112841688449054 0.117745162985246
0 0.00363012256018847 0.00379241004808171 0.00391239924414377 0.00407851049725805 0.00431844875271709 0.00451090668960993 0.00468982630911878 0.004844605715244 0.00503024475673723 0.00519246872808684 0.00543933234368387 0.00560963430059526 0.00576881618818016 0.00601153380851604 0.00618883672125114 0.00644917340925469 0.00678343962176063 0.00711668259408016 0.00993699410903887 0.0128662072741072 0.0156442820285332 0.0184005368490873 0.020886622639754 0.0239586174203566 0.0271072544478347 0.0299929265049501 0.0326333023906811 0.0353946068554368 0.0381772135786931 0.0404084767310784 0.0422534953704414 0.0440239136219789 0.0457631191388347 0.0475171825754499 0.0498880444666462 0.0524954589489555 0.0553087696842461 0.0579709373352054 0.0611180845690957 0.0646730977385637 0.0679252207455552 0.0705990341482012 0.0733986610030305 0.0764964687134977 0.0794623966946221 0.0822563972803529 0.0855279833005763 0.0880662019569366 0.0910007011776283
0 0.00526520885909276 0.00543659532806829 0.00561775191209947 0.00588081337442024 0.00598533288272091 0.00618418817041956 0.00655746360600087 0.00676950188784431 0.00707398073448835 0.00722103178758448 0.00763260866625649 0.00794518992486135 0.00834541645422177 0.00870784692342108 0.00900392459472841 0.00925416364905345 0.00944957295093266 0.00992517286394193 0.0175844907492185 0.0232959441699726 0.029452772362014 0.0349964197138572 0.0394708652737157 0.0437182555343152 0.0471275299765675 0.0512127088000601 0.0553450790722384 0.0589714455597235 0.0621328537501047 0.0648780775504234 0.0676381706305764 0.0710688766425901 0.0742383658892837 0.0772238449198883 0.0805003285312669 0.0832550617358772 0.0859282390672134 0.0882558820988802 0.0898100794003505 0.0911509380278885 0.0920025969400702 0.093730046667739 0.0955342914091222 0.0971152804649336 0.0986812052822782 0.100106304836569 0.101322991627724 0.102670188650417 0.103938123765889
0 0.0446709484245604 0.051512261851651 0.0475631158612607 0.0480377158579811 0.045265888684864 0.0534052900917809 0.0596654606278089 0.0666813932118755 0.0688639538161669 0.0789989148397499 0.0894560294978523 0.0993588172028195 0.111425397000742 0.117655587159167 0.124531707913312 0.133056294887841 0.137461163611012 0.144667144237569 0.163992993285877 0.181212646745986 0.195526072565589 0.211494194879088 0.222021693829389 0.231737446648778 0.240785113862688 0.247912721031173 0.253353536775365 0.254072352263507 0.256197455409985 0.258100233999646 0.262295101566293 0.266271149355497 0.272359470690701 0.275445659132839 0.27757908892943 0.278551315693974 0.281634005829049 0.282377786971885 0.288736605084003 0.294676272700745 0.300068820817259 0.306626980982332 0.312922642791669 0.318178807729145 0.324076171539762 0.330364565705596 0.335980622900795 0.341125011529892 0.346215717213221
0 0.00435504395313999 0.00471656364889511 0.00485702198230847 0.00481885591672388 0.00489858805890683 0.00491007814820723 0.00501135849462944 0.00508746145294768 0.00518112670241676 0.00527530347171363 0.00541803634758235 0.00551247066244594 0.00572763153926297 0.00584593595411388 0.00601219581828572 0.00622395265229037 0.00637166343487273 0.00661895759153297 0.0104495308981904 0.0130845160912367 0.0149571461257553 0.0176700514929331 0.0201846223079053 0.0224188267731945 0.0249172971584151 0.0269302447879118 0.0287093695645954 0.0309574377391429 0.0327111746454564 0.0348991097955941 0.0362982659026189 0.0376647148797418 0.0389019746688175 0.0404128888271181 0.0418154521116058 0.0433280729685339 0.0450017928117189 0.0465980183074352 0.0491644267085029 0.0517966990719932 0.0543740818850957 0.0571605183051835 0.0604292506860477 0.0630477773836876 0.0653997744073637 0.0676986332103983 0.0697304289663267 0.0718573944321558 0.0742253634821671
0 0.00371745105888703 0.0043874025628663 0.00461168181677934 0.00477618249579612 0.00507351043703184 0.00526732540083853 0.00553178715419136 0.00557363476147722 0.00573171998858035 0.00576178476130204 0.00592173864741125 0.00608710934504856 0.00625073734356435 0.006466485675265 0.00681357005861398 0.00720437487874669 0.00768528313060829 0.00793450003431199 0.0186599625572322 0.0285000726122139 0.0380843663888526 0.0475433711379647 0.0558870683198312 0.0642937985026059 0.0716730243411802 0.0786166865093215 0.0845782722484661 0.0902781063318073 0.0956235359641137 0.100348355903215 0.105252029101748 0.109892963522022 0.114491371882665 0.118559344046358 0.123687112315735 0.12823174667573 0.13323440584286 0.136913931286535 0.137292504265535 0.137323163700326 0.137758902924576 0.137531612257124 0.137662853341783 0.137534579705043 0.137441923045323 0.13767510039756 0.137866599042435 0.138203750371176 0.13825794594168
0 0.00436989619617551 0.00484707682139808 0.0049393954533941 0.00506269554482953 0.00520819872418186 0.00538230691343936 0.00545994800319109 0.0054817709893415 0.00564261149744417 0.00565286825321601 0.00574170956174971 0.00590186013114485 0.00599822168907253 0.00617503249834247 0.00635586690762205 0.00648507937079058 0.00659582136070056 0.00681944038399792 0.016613576600256 0.024904954698902 0.0320523533004851 0.0387156060831728 0.0445944061685386 0.0498640881664863 0.0548800563827476 0.0604067556271094 0.0659865558925418 0.0708185182140707 0.0754895541728924 0.0799528105814484 0.0842194614317048 0.0878238248458258 0.0907173040199366 0.0937619387524307 0.0957609866175838 0.0981159972893189 0.100221365470966 0.102467572962488 0.107715107926879 0.112608899785849 0.117079190595137 0.121215128707214 0.125148872566799 0.12943603323778 0.133128271941226 0.136771083950101 0.14025921051069 0.143716440665882 0.146955131120742
